date,iso_week,close,volume,close_point_relative_normalization
2016-01-01,2016-00,434.33,36278900.0,0.0
2016-01-02,2016-00,433.44,30096600.0,-0.0020491331476065744
2016-01-03,2016-01,430.01,39633800.0,0.0
2016-01-04,2016-01,433.09,38477500.0,0.007162624125020223
2016-01-05,2016-01,431.96,34522600.0,0.0045347782609705956
2016-01-06,2016-01,429.11,34042500.0,-0.0020929745819864287
2016-01-07,2016-01,458.05,87562200.0,0.06520778586544496
2016-01-08,2016-01,453.23,56993000.0,0.05399874421525097
2016-01-09,2016-01,447.61,32278000.0,0.04092928071440194
2016-01-10,2016-02,447.99,35995900.0,0.0
2016-01-11,2016-02,448.43,40450000.0,0.0009821647804637568
2016-01-12,2016-02,435.69,115607000.0,-0.02745596999933042
2016-01-13,2016-02,432.37,173888000.0,-0.034866849706466696
2016-01-14,2016-02,430.31,43945500.0,-0.03946516663318378
2016-01-15,2016-02,364.33,153351000.0,-0.18674523984910385
2016-01-16,2016-02,387.54,120352000.0,-0.13493604767963563
2016-01-17,2016-03,382.3,45319600.0,0.0
2016-01-18,2016-03,387.17,54403900.0,0.012738686895108486
2016-01-19,2016-03,380.15,46819800.0,-0.00562385561077694
2016-01-20,2016-03,420.23,121720000.0,0.09921527596128699
2016-01-21,2016-03,410.26,68338000.0,0.07313628040805642
2016-01-22,2016-03,382.49,91546600.0,0.0004969918911850169
2016-01-23,2016-03,387.49,56247400.0,0.013575725869735766
2016-01-24,2016-04,402.97,54824800.0,0.0
2016-01-25,2016-04,391.73,59062400.0,-0.027892895252748406
2016-01-26,2016-04,392.15,58147000.0,-0.026850634042236532
2016-01-27,2016-04,394.97,47424400.0,-0.0198525944859419
2016-01-28,2016-04,380.29,59247900.0,-0.05628210536764522
2016-01-29,2016-04,379.47,86125300.0,-0.05831699630245424
2016-01-30,2016-04,378.25,30284400.0,-0.061344516961560513
2016-01-31,2016-05,368.77,37894300.0,0.0
2016-02-01,2016-05,373.06,51656700.0,0.011633267348211573
2016-02-02,2016-05,374.45,40378700.0,0.015402554437725424
2016-02-03,2016-05,369.95,45933400.0,0.003199826450090759
2016-02-04,2016-05,389.59,69285500.0,0.05645795482278926
2016-02-05,2016-05,386.55,43825000.0,0.04821433413780962
2016-02-06,2016-05,376.52,49249300.0,0.021015809312037392
2016-02-07,2016-06,376.62,37076300.0,0.0
2016-02-08,2016-06,373.45,47671100.0,-0.00841697201423186
2016-02-09,2016-06,376.03,55318500.0,-0.0015665657692104373
2016-02-10,2016-06,381.65,85130900.0,0.013355636981572827
2016-02-11,2016-06,379.65,74375600.0,0.008045244543571695
2016-02-12,2016-06,384.26,67042800.0,0.020285699113164357
2016-02-13,2016-06,391.86,61911700.0,0.040465190377569016
2016-02-14,2016-07,407.23,74469800.0,0.0
2016-02-15,2016-07,400.19,74070500.0,-0.017287527932618008
2016-02-16,2016-07,407.49,73093100.0,0.0006384598384205908
2016-02-17,2016-07,416.32,83193600.0,0.022321538197087598
2016-02-18,2016-07,422.37,76752600.0,0.03717800751418121
2016-02-19,2016-07,420.79,55711300.0,0.03329813618839483
2016-02-20,2016-07,437.16,93992100.0,0.07349654986125786
2016-02-21,2016-08,438.8,89820700.0,0.0
2016-02-22,2016-08,437.75,85385200.0,-0.0023928896991796123
2016-02-23,2016-08,420.74,85244900.0,-0.04115770282588882
2016-02-24,2016-08,424.95,67743700.0,-0.031563354603464044
2016-02-25,2016-08,424.54,70798000.0,-0.03249772105742932
2016-02-26,2016-08,432.15,61486000.0,-0.0151549680948041
2016-02-27,2016-08,432.52,41893600.0,-0.014311759343664576
2016-02-28,2016-09,433.5,53033400.0,0.0
2016-02-29,2016-09,437.7,60694700.0,0.009688581314878819
2016-03-01,2016-09,435.12,74895800.0,0.003737024221453389
2016-03-02,2016-09,423.99,74955300.0,-0.021937716262975804
2016-03-03,2016-09,421.65,100484000.0,-0.02733564013840839
2016-03-04,2016-09,410.94,90856100.0,-0.05204152249134952
2016-03-05,2016-09,400.57,135385000.0,-0.07596309111880051
2016-03-06,2016-10,407.71,91212500.0,0.0
2016-03-07,2016-10,414.32,85762400.0,0.016212503985676197
2016-03-08,2016-10,413.97,70311700.0,0.015354050673272779
2016-03-09,2016-10,414.86,70012300.0,0.017536974810527184
2016-03-10,2016-10,417.13,81022900.0,0.02310465772240078
2016-03-11,2016-10,421.69,73969700.0,0.03428907802114245
2016-03-12,2016-10,411.62,92712900.0,0.00959014986142126
2016-03-13,2016-11,414.06,74322800.0,0.0
2016-03-14,2016-11,416.44,95259400.0,0.005747959232961453
2016-03-15,2016-11,416.83,66781700.0,0.006689851712312178
2016-03-16,2016-11,417.01,65185800.0,0.007124571318166462
2016-03-17,2016-11,420.62,83528600.0,0.015843114524465074
2016-03-18,2016-11,409.55,104940000.0,-0.010892141235569697
2016-03-19,2016-11,410.44,58423000.0,-0.008742694295512776
2016-03-20,2016-12,413.75,45947900.0,0.0
2016-03-21,2016-12,413.31,61655400.0,-0.0010634441087613578
2016-03-22,2016-12,418.09,66813300.0,0.01048942598187308
2016-03-23,2016-12,418.04,61444200.0,0.01036858006042296
2016-03-24,2016-12,416.39,68346700.0,0.0063806646525679245
2016-03-25,2016-12,417.18,52560000.0,0.008290030211480337
2016-03-26,2016-12,417.94,44650400.0,0.010126888217522723
2016-03-27,2016-13,426.76,71229400.0,0.0
2016-03-28,2016-13,424.23,68522800.0,-0.005928390664542094
2016-03-29,2016-13,416.52,75411500.0,-0.02399475114818639
2016-03-30,2016-13,414.82,66034100.0,-0.02797825475677196
2016-03-31,2016-13,416.73,60215200.0,-0.023502671290655086
2016-04-01,2016-13,417.96,51235700.0,-0.020620489267972664
2016-04-02,2016-13,420.87,45681200.0,-0.01380166838504071
2016-04-03,2016-14,420.9,38053700.0,0.0
2016-04-04,2016-14,421.44,50634300.0,0.0012829650748396038
2016-04-05,2016-14,424.03,60718000.0,0.0074364457115705385
2016-04-06,2016-14,423.41,59091000.0,0.005963411736754631
2016-04-07,2016-14,422.75,57858600.0,0.0043953433119505725
2016-04-08,2016-14,420.35,63454700.0,-0.0013067236873365307
2016-04-09,2016-14,419.41,49792700.0,-0.0035400332620574293
2016-04-10,2016-15,421.56,73478600.0,0.0
2016-04-11,2016-15,422.48,50747500.0,0.0021823702438561465
2016-04-12,2016-15,425.19,70728800.0,0.008610873896954141
2016-04-13,2016-15,423.73,69060400.0,0.0051475472056172755
2016-04-14,2016-15,424.28,45281000.0,0.00645222506879195
2016-04-15,2016-15,429.71,54801500.0,0.019332953790682117
2016-04-16,2016-15,430.57,39392800.0,0.021372995540373863
2016-04-17,2016-16,427.4,52125900.0,0.0
2016-04-18,2016-16,428.59,55670900.0,0.0027842770238653003
2016-04-19,2016-16,435.51,52810500.0,0.01897519887693022
2016-04-20,2016-16,441.39,72890100.0,0.032732802994852594
2016-04-21,2016-16,449.43,68204700.0,0.05154422087037913
2016-04-22,2016-16,445.74,58804400.0,0.04291062236780552
2016-04-23,2016-16,450.28,50485400.0,0.05353299017313984
2016-04-24,2016-17,458.56,68198400.0,0.0
2016-04-25,2016-17,461.43,87091800.0,0.006258722958827567
2016-04-26,2016-17,466.09,78971900.0,0.01642096999302156
2016-04-27,2016-17,444.69,93564900.0,-0.030246859734822107
2016-04-28,2016-17,449.01,74064700.0,-0.02082606420097699
2016-04-29,2016-17,455.1,49258500.0,-0.007545359385903616
2016-04-30,2016-17,448.32,69322600.0,-0.022330774598743885
2016-05-01,2016-18,451.88,40660100.0,0.0
2016-05-02,2016-18,444.67,92127000.0,-0.015955563423917796
2016-05-03,2016-18,450.3,59366400.0,-0.0034965034965034336
2016-05-04,2016-18,446.72,50407300.0,-0.011418960786049315
2016-05-05,2016-18,447.98,50440800.0,-0.008630609896432606
2016-05-06,2016-18,459.6,72796800.0,0.01708418164114378
2016-05-07,2016-18,458.54,38364500.0,0.014738426130831206
2016-05-08,2016-19,458.55,40315000.0,0.0
2016-05-09,2016-19,460.48,55493100.0,0.0042089194199106394
2016-05-10,2016-19,450.89,58956100.0,-0.01670483044379023
2016-05-11,2016-19,452.73,50605200.0,-0.01269218187765786
2016-05-12,2016-19,454.77,59849300.0,-0.008243375858685065
2016-05-13,2016-19,455.67,60845000.0,-0.006280667320902822
2016-05-14,2016-19,455.67,37209000.0,-0.006280667320902822
2016-05-15,2016-20,457.57,28514000.0,0.0
2016-05-16,2016-20,454.16,59171500.0,-0.007452411652861812
2016-05-17,2016-20,453.78,64100300.0,-0.008282885678694063
2016-05-18,2016-20,454.62,86850100.0,-0.006447100990012444
2016-05-19,2016-20,438.71,96027400.0,-0.04121773717682542
2016-05-20,2016-20,442.68,81987900.0,-0.032541469064842454
2016-05-21,2016-20,443.19,42762300.0,-0.031426885503857305
2016-05-22,2016-21,439.32,39657600.0,0.0
2016-05-23,2016-21,444.15,50582500.0,0.010994263862332598
2016-05-24,2016-21,445.98,65783100.0,0.015159792406446382
2016-05-25,2016-21,449.6,65231000.0,0.02339979969043071
2016-05-26,2016-21,453.38,65203800.0,0.03200400619138666
2016-05-27,2016-21,473.46,164781000.0,0.07771100792133301
2016-05-28,2016-21,530.04,181199000.0,0.2065009560229445
2016-05-29,2016-22,526.23,148737000.0,0.0
2016-05-30,2016-22,533.86,87958700.0,0.014499363396233589
2016-05-31,2016-22,531.39,138450000.0,0.009805598312524921
2016-06-01,2016-22,536.92,86061800.0,0.020314311232730864
2016-06-02,2016-22,537.97,60378200.0,0.022309636470744687
2016-06-03,2016-22,569.19,122020000.0,0.08163730688102167
2016-06-04,2016-22,572.73,94925300.0,0.08836440339775375
2016-06-05,2016-23,574.98,68874100.0,0.0
2016-06-06,2016-23,585.54,72138900.0,0.01836585620369391
2016-06-07,2016-23,576.6,107770000.0,0.002817489303975851
2016-06-08,2016-23,581.64,80265800.0,0.01158301158301156
2016-06-09,2016-23,574.63,71301000.0,-0.000608716824933131
2016-06-10,2016-23,577.47,66991900.0,0.004330585411666421
2016-06-11,2016-23,606.73,82357000.0,0.055219311976068663
2016-06-12,2016-24,672.78,277085000.0,0.0
2016-06-13,2016-24,704.38,243295000.0,0.04696929159606422
2016-06-14,2016-24,685.56,186694000.0,0.018995808436635953
2016-06-15,2016-24,694.47,99223800.0,0.032239365022741495
2016-06-16,2016-24,766.31,271634000.0,0.13902018490442636
2016-06-17,2016-24,748.91,363321000.0,0.11315734712684677
2016-06-18,2016-24,756.23,252718000.0,0.12403757543327698
2016-06-19,2016-25,763.78,136185000.0,0.0
2016-06-20,2016-25,737.23,174511000.0,-0.03476131870433885
2016-06-21,2016-25,666.65,309944000.0,-0.12717012752363244
2016-06-22,2016-25,596.12,266393000.0,-0.21951347246589326
2016-06-23,2016-25,623.98,253462000.0,-0.18303700018329883
2016-06-24,2016-25,665.3,224317000.0,-0.12893765220351416
2016-06-25,2016-25,665.12,126656000.0,-0.12917332216083166
2016-06-26,2016-26,629.37,109225000.0,0.0
2016-06-27,2016-26,655.27,122134000.0,0.04115226337448563
2016-06-28,2016-26,647.0,138385000.0,0.02801213912325018
2016-06-29,2016-26,639.89,142456000.0,0.016715127826238962
2016-06-30,2016-26,673.34,138980000.0,0.0698635143079589
2016-07-01,2016-26,676.3,134431000.0,0.07456663012218567
2016-07-02,2016-26,703.7,112354000.0,0.11810222921334046
2016-07-03,2016-27,658.66,129512000.0,0.0
2016-07-04,2016-27,683.66,92008400.0,0.03795584975556432
2016-07-05,2016-27,670.63,130476000.0,0.018173260862964336
2016-07-06,2016-27,677.33,134961000.0,0.02834542859745559
2016-07-07,2016-27,640.56,258091000.0,-0.027480035223028554
2016-07-08,2016-27,666.52,141970000.0,0.011933319163149436
2016-07-09,2016-27,650.96,180536000.0,-0.011690401724713695
2016-07-10,2016-28,649.36,102532000.0,0.0
2016-07-11,2016-28,647.66,107910000.0,-0.0026179623013429243
2016-07-12,2016-28,664.55,138173000.0,0.02339226315141052
2016-07-13,2016-28,654.47,131449000.0,0.007869286682271825
2016-07-14,2016-28,658.08,98511400.0,0.013428606628064665
2016-07-15,2016-28,663.25,81673100.0,0.021390291979795473
2016-07-16,2016-28,660.77,50330200.0,0.017571146975483565
2016-07-17,2016-29,679.46,74407900.0,0.0
2016-07-18,2016-29,673.11,69465000.0,-0.00934565684514177
2016-07-19,2016-29,672.86,61203300.0,-0.009713596091013521
2016-07-20,2016-29,665.68,94636400.0,-0.020280811232449403
2016-07-21,2016-29,665.01,60491800.0,-0.021266888411385576
2016-07-22,2016-29,650.62,134169000.0,-0.04244547140376187
2016-07-23,2016-29,655.56,69532200.0,-0.03517499190533668
2016-07-24,2016-30,661.28,118184000.0,0.0
2016-07-25,2016-30,654.1,78176500.0,-0.010857730462134008
2016-07-26,2016-30,651.78,225135000.0,-0.014366077909508834
2016-07-27,2016-30,654.35,147461000.0,-0.010479675780304842
2016-07-28,2016-30,655.03,86428400.0,-0.009451367045729464
2016-07-29,2016-30,656.99,60703500.0,-0.006487418340188622
2016-07-30,2016-30,655.05,38456100.0,-0.009421122671183224
2016-07-31,2016-31,624.68,110818000.0,0.0
2016-08-01,2016-31,606.27,121887000.0,-0.029471089197669165
2016-08-02,2016-31,547.47,330933000.0,-0.1235992828328103
2016-08-03,2016-31,566.36,207982000.0,-0.0933598002177114
2016-08-04,2016-31,578.29,125292000.0,-0.0742620221553435
2016-08-05,2016-31,575.04,66127900.0,-0.07946468591919065
2016-08-06,2016-31,587.78,80797300.0,-0.05907024396491001
2016-08-07,2016-32,592.69,82398400.0,0.0
2016-08-08,2016-32,591.05,61194100.0,-0.00276704516695081
2016-08-09,2016-32,587.8,92228100.0,-0.008250518820968944
2016-08-10,2016-32,592.1,102905000.0,-0.0009954613710372318
2016-08-11,2016-32,589.12,74514400.0,-0.0060233849061060996
2016-08-12,2016-32,587.56,69218000.0,-0.008655452260034946
2016-08-13,2016-32,585.59,43563000.0,-0.011979280905701217
2016-08-14,2016-33,570.47,60851100.0,0.0
2016-08-15,2016-33,567.24,57262300.0,-0.005661998001647794
2016-08-16,2016-33,577.44,58405200.0,0.012217995687766381
2016-08-17,2016-33,573.22,54443000.0,0.004820586533910598
2016-08-18,2016-33,574.32,59896600.0,0.006748821147474882
2016-08-19,2016-33,575.63,50631600.0,0.009045173278174001
2016-08-20,2016-33,581.7,45301400.0,0.01968552246393318
2016-08-21,2016-34,581.31,38299400.0,0.0
2016-08-22,2016-34,586.75,72844000.0,0.009358173779910883
2016-08-23,2016-34,583.41,85349200.0,0.0036125303194509684
2016-08-24,2016-34,580.18,56328200.0,-0.0019438853623712227
2016-08-25,2016-34,577.76,136130000.0,-0.006106896492405034
2016-08-26,2016-34,579.65,48856800.0,-0.0028556192048991846
2016-08-27,2016-34,569.95,59698300.0,-0.019542068775696086
2016-08-28,2016-35,573.91,86301600.0,0.0
2016-08-29,2016-35,574.11,110398000.0,0.0003484866965204336
2016-08-30,2016-35,577.5,70342400.0,0.006255336202540596
2016-08-31,2016-35,575.47,75840900.0,0.0027181962328588494
2016-09-01,2016-35,572.3,76923400.0,-0.0028053179069889023
2016-09-02,2016-35,575.54,79910800.0,0.002840166576640879
2016-09-03,2016-35,598.21,159014000.0,0.042341133627223915
2016-09-04,2016-36,608.63,97942900.0,0.0
2016-09-05,2016-36,606.59,82446800.0,-0.0033517900859306726
2016-09-06,2016-36,610.44,78529100.0,0.0029738921840856136
2016-09-07,2016-36,614.54,75032400.0,0.009710333043063901
2016-09-08,2016-36,626.32,86713000.0,0.02906527775495804
2016-09-09,2016-36,622.86,64550200.0,0.023380378883722575
2016-09-10,2016-36,623.51,45016800.0,0.024448351215023978
2016-09-11,2016-37,606.72,73610800.0,0.0
2016-09-12,2016-37,608.24,72812300.0,0.0025052742616034074
2016-09-13,2016-37,609.24,86920600.0,0.004153481012658222
2016-09-14,2016-37,610.68,47877700.0,0.006526898734177111
2016-09-15,2016-37,607.15,59464600.0,0.0007087289029534816
2016-09-16,2016-37,606.97,64963400.0,0.0004120516877637037
2016-09-17,2016-37,605.98,37140300.0,-0.0012196729957806296
2016-09-18,2016-38,609.87,48679400.0,0.0
2016-09-19,2016-38,609.23,54796400.0,-0.0010494039713381254
2016-09-20,2016-38,608.31,72710900.0,-0.00255792218013684
2016-09-21,2016-38,597.15,82776200.0,-0.020856903930345894
2016-09-22,2016-38,596.3,67085300.0,-0.02225064357977935
2016-09-23,2016-38,602.84,51067000.0,-0.011527046747667469
